,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.31,0.88,0.4,0.46,0.26
n2cms.csv,1.0,0.52,0.4,0.57,0.59
nassp.csv,0.15,0.48,0.34,1.0,0.17
nug.csv,0.58,0.38,0.95,0.45,0.59
oorexx.csv,0.36,0.59,0.38,0.74,0.97
