,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.94,0.92,0.58,0.67,0.73
n2cms.csv,0.6,0.61,0.33,0.45,0.5
nassp.csv,0.93,0.91,0.89,0.69,0.83
nug.csv,0.52,0.71,0.81,0.61,0.56
oorexx.csv,0.59,0.46,0.33,0.44,0.5
