,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.68,0.15,0.53,0.38,0.22,0.82,0.3,0.41,1.0,0.33,0.89,0.44
gamestone.csv,0.75,1.0,0.71,0.29,0.08,1.0,0.07,0.35,0.73,0.27,1.0,0.45
gbif-providertoolkit.csv,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.75,1.0,0.14,1.0,0.6
heekscad.csv,1.0,0.06,0.66,0.31,0.22,0.71,0.27,0.4,0.8,0.24,0.93,0.46
igarden.csv,1.0,0.18,0.73,0.97,0.6,0.9,0.44,0.44,0.9,0.17,0.9,0.42
levent.csv,0.8,0.33,0.56,0.28,0.39,1.0,0.36,0.47,0.79,0.19,0.91,0.52
libmesh.csv,0.6,0.06,0.38,0.31,0.09,0.0,0.96,0.32,0.8,0.21,0.43,0.44
openmsx.csv,0.72,0.11,0.47,0.25,0.29,0.67,0.37,1.0,0.79,0.21,0.8,0.41
pnotepad.csv,0.67,0.15,0.49,0.32,0.18,0.72,0.33,0.39,0.78,0.22,1.0,0.44
quark.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42
tango-cs.csv,0.74,0.1,0.5,0.41,0.21,0.79,0.23,0.35,0.78,0.24,0.88,1.0
xcsoar.csv,0.85,0.18,0.98,0.43,0.26,0.83,0.25,0.43,0.88,0.21,1.0,0.46
