,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,3.0,6.0,1.0,1.0
jajuk.csv,0.0,0.0,5.0,0.0
vapor.csv,7.0,27.0,4.0,0.0
zorannt.csv,1.0,3.0,6.0,2.0
