,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.51,0.21,0.33,0.76
jajuk.csv,0.78,0.23,0.3,0.73
vapor.csv,0.49,0.15,0.39,0.73
zorannt.csv,0.68,0.37,0.28,0.7
