,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.86,0.74,0.56,0.66
jajuk.csv,0.78,0.83,0.64,0.83
vapor.csv,0.7,1.0,0.52,0.73
zorannt.csv,0.64,0.7,0.52,0.93
