,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.83,0.55,0.44,0.94,0.9,0.44,0.91,0.7,0.81
archive-crawler.csv,0.33,0.28,0.44,0.3,0.67,0.25,0.96,0.14,0.15
autowikibrowser.csv,0.58,0.72,0.78,0.6,0.57,0.3,0.43,0.93,0.49
jcae.csv,0.0,0.28,0.89,0.14,0.14,0.07,0.09,0.09,0.0
kmatplot.csv,0.33,1.0,0.22,0.24,0.34,0.2,0.13,0.11,0.21
mscore.csv,0.58,0.76,0.89,0.82,0.98,0.85,0.52,0.5,0.77
quickfast.csv,0.83,0.86,0.89,0.7,0.84,0.56,1.0,0.86,0.98
rhex.csv,0.92,0.34,0.22,0.21,0.27,0.09,0.22,0.36,0.15
riff-evolve.csv,0.58,0.9,0.78,0.58,0.5,0.9,0.48,0.68,0.68
