,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.21,0.37,0.26,0.95,0.7,0.56,0.49,0.51,0.74
archive-crawler.csv,0.23,0.27,0.36,0.34,0.67,0.32,0.98,0.21,0.21
autowikibrowser.csv,0.26,0.35,0.29,0.54,0.64,0.38,0.36,0.96,0.55
jcae.csv,0.0,0.32,0.94,0.23,0.25,0.12,0.13,0.16,0.0
kmatplot.csv,0.18,1.0,0.19,0.29,0.44,0.27,0.19,0.19,0.32
mscore.csv,0.29,0.34,0.2,0.54,0.99,0.65,0.37,0.51,0.71
quickfast.csv,0.27,0.33,0.19,0.53,0.72,0.56,0.47,0.64,0.99
rhex.csv,0.96,0.34,0.22,0.29,0.4,0.15,0.27,0.4,0.25
riff-evolve.csv,0.29,0.51,0.23,0.51,0.59,0.94,0.35,0.64,0.73
