,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.26,0.57,0.48,0.95,0.17,0.49,0.58,0.4,0.69
archive-crawler.csv,0.37,0.32,0.49,0.34,0.63,0.29,0.97,0.17,0.18
autowikibrowser.csv,0.58,0.65,0.73,0.61,0.59,0.34,0.46,0.94,0.51
jcae.csv,0.0,0.32,0.91,0.17,0.17,0.09,0.11,0.11,0.0
kmatplot.csv,0.37,1.0,0.26,0.28,0.38,0.23,0.16,0.13,0.25
mscore.csv,0.59,0.64,0.51,0.62,0.98,0.57,0.5,0.52,0.65
quickfast.csv,0.66,0.57,0.45,0.63,0.59,0.56,0.27,0.63,0.98
rhex.csv,0.93,0.39,0.26,0.25,0.31,0.11,0.26,0.39,0.18
riff-evolve.csv,0.59,0.83,0.68,0.59,0.53,0.92,0.48,0.67,0.69
