,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.25,0.32,0.23,0.55,0.49,0.22,0.23,0.39
archive-crawler.csv,0.21,0.25,0.05,0.08,0.35,0.24,0.34,0.55
jcae.csv,0.02,0.19,0.0,0.1,0.49,0.19,0.01,0.36
openmalaria.csv,0.58,0.94,0.14,0.2,0.58,0.39,0.55,0.74
popeye-chess.csv,0.26,0.53,0.27,0.24,0.51,0.26,0.45,0.46
rhex.csv,0.32,0.34,0.11,0.08,0.4,0.01,0.54,0.21
rocrail.csv,0.33,0.96,0.18,0.22,0.69,0.88,0.65,0.26
truevision.csv,0.28,0.58,0.0,0.37,0.31,0.43,0.27,0.44
