,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.69,0.47,0.47,0.62,0.65,0.63,0.66,0.39,0.9,1.0,0.9
ivatamasks.csv,0.84,0.38,0.68,0.35,1.0,0.74,0.78,0.53,0.83,0.78,0.74
java-gnome.csv,0.18,0.93,0.83,0.43,0.77,0.93,0.73,0.74,0.31,0.89,0.78
orc.csv,1.01,0.51,0.26,0.56,0.92,0.57,0.79,0.56,0.98,0.97,0.55
plato.csv,0.8,1.0,0.94,0.6,0.82,0.29,0.78,0.62,0.86,0.96,0.96
rodin-b-sharp.csv,0.48,1.05,0.45,0.82,0.87,0.6,0.24,0.86,0.45,1.0,0.58
tycho.csv,0.98,0.72,0.72,0.73,0.74,0.68,0.86,0.64,0.89,0.36,0.9
umber.csv,0.17,1.01,0.98,0.85,0.8,1.0,0.85,0.9,0.94,0.93,0.52
unicase.csv,0.33,0.55,0.93,0.75,0.82,0.64,0.54,0.52,0.64,0.93,0.46
vienna-add-in.csv,0.5,1.12,0.79,0.76,0.37,0.61,0.73,0.76,0.83,0.66,0.82
wpdev.csv,1.0,0.01,0.99,1.0,0.98,1.0,1.0,0.95,1.0,0.96,0.99
