,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.14,0.27,0.3,0.1,1.0,0.08,0.29,0.3,0.25,0.25,0.3,0.14,0.22,0.33,0.14,0.31,0.13,0.14,0.5
autofac.csv,0.48,0.92,0.54,0.97,0.47,0.41,0.76,0.54,0.5,1.0,0.2,0.77,0.62,0.67,0.43,0.85,0.71,0.56,0.25
avisynth2.csv,0.01,0.04,0.02,0.0,0.0,0.0,0.06,0.0,0.15,0.0,0.0,0.09,0.02,1.0,0.0,0.0,0.02,0.02,0.0
azureus.csv,0.15,0.62,0.44,0.41,0.12,0.08,0.24,0.32,0.15,0.5,0.3,0.98,0.2,0.0,0.29,0.35,0.34,0.47,0.25
dsworkbench.csv,0.71,0.58,1.0,0.48,0.52,0.49,0.82,0.46,0.65,0.75,0.3,0.8,0.75,0.67,0.43,0.85,0.61,0.67,0.75
forester-atv.csv,0.11,1.0,0.14,0.1,0.1,0.06,0.12,0.19,0.25,0.12,0.0,0.2,0.07,0.0,0.0,0.12,0.12,0.12,0.25
freelords.csv,0.74,0.46,0.9,0.69,0.77,0.99,0.82,0.65,0.8,0.88,0.6,0.89,0.9,1.0,0.86,0.65,0.82,0.68,0.25
gabel.csv,0.0,0.0,0.08,0.0,0.0,0.01,0.06,0.03,0.0,1.0,0.0,0.07,0.07,0.0,0.29,0.04,0.05,0.05,0.0
geotools.csv,0.19,0.5,0.26,0.41,0.22,0.16,0.18,0.32,0.15,0.38,0.1,0.36,0.23,0.0,0.0,0.15,0.96,0.23,0.25
google-collections.csv,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0,0.86,1.0,1.0,0.92,1.0
jpaul.csv,0.2,0.35,0.6,0.38,0.33,0.2,0.94,0.3,0.15,0.75,0.0,0.7,0.53,0.0,0.29,0.62,0.42,0.24,0.25
mycila.csv,0.02,0.31,0.22,0.14,0.08,0.03,0.0,0.08,0.05,0.12,1.0,0.16,0.18,0.0,0.0,0.08,0.07,0.05,0.0
neodatis-odb.csv,0.16,0.65,0.5,0.52,0.28,0.24,0.29,0.89,0.2,0.38,0.0,0.36,0.28,0.0,0.71,0.23,0.4,0.32,0.25
octet.csv,0.3,0.62,0.42,0.45,0.38,0.23,0.12,0.24,0.1,0.5,0.1,0.68,0.57,0.0,1.0,0.54,0.38,0.37,0.0
pokenetonline.csv,0.65,0.5,0.64,0.66,0.32,0.42,0.53,0.51,0.45,0.62,0.4,0.77,0.97,1.0,0.29,0.65,0.69,0.56,0.5
rcp-company-uibindings.csv,0.74,0.92,0.98,0.93,0.97,0.92,1.0,0.97,0.85,1.0,0.9,0.88,1.0,1.0,0.86,1.0,0.89,1.0,1.0
scenemonitor.csv,0.66,0.92,0.64,0.72,0.45,0.58,1.0,0.49,0.95,0.88,0.3,0.93,0.55,1.0,0.86,0.77,0.59,0.56,0.0
thedata.csv,0.15,0.08,0.04,0.14,0.03,0.08,0.0,0.19,0.25,0.0,0.4,0.02,0.07,0.0,0.14,0.12,0.11,0.34,1.0
twostep.csv,0.26,0.85,0.36,0.76,0.33,0.43,0.59,0.81,0.1,0.62,0.5,0.41,0.33,0.67,0.71,0.88,0.61,0.54,0.25
