,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.86,0.85,0.72,0.9,0.0,0.92,0.72,0.82,0.77,0.78,0.87,0.89,0.92,0.78,0.9,0.83,0.88,0.86,0.85
autofac.csv,0.72,0.83,0.52,0.03,0.6,0.78,0.46,0.66,0.52,0.48,0.91,0.54,0.5,0.66,0.65,0.37,0.61,0.59,0.83
avisynth2.csv,0.99,0.96,0.98,1.0,1.0,1.0,0.94,1.0,0.85,1.0,1.0,0.91,0.98,0.0,1.0,1.0,0.98,0.98,1.0
azureus.csv,0.85,0.57,0.59,0.6,0.88,0.93,0.8,0.7,0.89,0.53,0.71,0.02,0.82,1.0,0.76,0.71,0.74,0.66,0.85
dsworkbench.csv,0.29,0.67,0.0,0.67,0.53,0.55,0.63,0.75,0.64,0.68,0.82,0.76,0.72,0.81,0.79,0.92,0.65,0.6,0.65
forester-atv.csv,0.89,0.0,0.88,0.9,0.91,0.94,0.88,0.82,0.75,0.88,1.0,0.81,0.93,1.01,1.0,0.89,0.9,0.88,0.75
freelords.csv,0.56,0.73,0.82,0.71,0.89,0.07,0.8,0.75,0.66,0.77,0.78,0.94,0.73,0.56,0.74,0.87,0.82,0.51,0.88
gabel.csv,1.0,1.0,0.92,1.0,1.0,0.99,0.94,0.97,1.0,0.0,1.0,0.93,0.95,1.0,0.71,0.96,0.95,0.95,1.0
geotools.csv,0.95,0.58,0.8,0.72,0.84,0.84,0.84,0.69,0.88,0.66,0.91,0.7,0.77,1.01,1.0,0.85,0.04,0.77,0.77
google-collections.csv,0.0,0.97,1.0,0.94,1.0,1.0,1.0,1.0,0.97,1.0,0.98,0.94,1.0,1.0,1.01,1.0,1.0,1.0,1.0
jpaul.csv,0.8,0.77,0.51,0.62,0.67,0.8,0.06,0.75,0.85,0.44,1.02,0.49,0.67,1.0,0.73,0.47,0.69,0.76,1.2
mycila.csv,0.97,0.7,0.79,0.86,0.92,0.98,1.0,0.92,0.95,0.88,0.02,0.84,0.86,1.0,1.0,0.92,0.94,0.95,1.02
neodatis-odb.csv,0.84,0.59,0.53,0.57,0.75,0.82,0.8,0.11,0.8,0.67,1.01,0.67,0.73,1.01,0.49,0.79,0.66,0.79,0.77
octet.csv,1.22,0.63,0.77,0.62,0.71,0.9,0.9,0.79,0.9,0.6,0.92,0.59,0.77,1.07,0.0,0.47,0.68,0.87,1.16
pokenetonline.csv,0.35,0.8,0.62,0.62,0.83,0.65,0.6,0.78,0.56,0.47,0.68,0.75,0.03,0.74,0.76,0.45,0.51,0.59,0.56
rcp-company-uibindings.csv,0.26,0.98,1.0,0.97,1.0,0.86,0.9,0.93,0.8,0.92,0.98,0.8,1.0,1.0,1.01,1.0,0.89,0.0,1.0
scenemonitor.csv,1.06,0.75,0.48,0.53,0.63,0.74,0.61,0.7,0.05,0.56,0.85,0.66,0.58,0.44,0.74,0.44,0.82,0.66,1.05
thedata.csv,0.99,0.93,0.96,0.87,0.97,0.95,1.0,0.83,0.81,1.0,0.62,0.99,0.94,1.01,0.89,0.89,0.9,0.72,0.0
twostep.csv,0.89,0.74,0.71,0.71,0.69,0.83,0.57,0.71,0.91,0.62,0.72,0.65,0.69,0.6,0.34,0.12,0.7,0.55,0.8
