,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.36,0.26,0.39,1.0,0.34,0.38,0.49,0.31,0.58,0.75,0.47,0.92,0.27,0.44,0.45,0.46
autat.csv,0.25,0.11,0.28,0.52,0.32,0.05,0.2,0.88,0.12,0.0,0.19,0.01,0.17,0.0,0.15,0.33
biopax.csv,0.93,0.85,0.93,0.77,0.69,0.71,0.8,0.62,1.0,1.0,0.74,0.99,1.0,0.95,0.75,0.79
exl.csv,0.66,0.78,0.67,0.55,0.63,0.9,0.6,0.75,0.96,1.0,0.72,0.97,0.59,0.98,0.7,0.67
fceugc.csv,0.31,0.3,0.46,0.23,0.42,0.9,0.29,0.19,0.15,0.5,0.25,0.05,0.37,0.44,0.4,0.08
fido.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.69,0.7,0.61,0.75,0.99,0.52,0.91,0.94,0.96,1.0,0.58,0.73,0.66,0.85,0.85,0.83
jasperreports.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.05,0.0,0.01,0.02,0.0,0.0
jmule.csv,0.48,0.3,0.52,0.5,0.38,0.62,0.54,0.44,0.96,0.5,0.44,0.17,0.39,0.68,0.45,0.96
moast.csv,0.62,0.89,0.65,0.68,0.73,0.86,0.89,0.88,0.96,1.0,0.86,1.0,0.83,1.0,0.95,0.96
ng4j.csv,0.77,0.56,0.58,0.14,0.65,0.43,0.6,0.44,0.85,1.0,0.46,0.17,0.48,0.83,0.95,0.46
olap-navigator.csv,1.0,0.59,0.75,0.48,0.44,0.52,0.6,0.56,0.92,1.0,0.49,1.0,0.68,0.85,0.7,0.33
passwordsafe.csv,0.62,0.74,0.59,0.64,0.73,0.52,0.63,0.62,0.5,0.5,0.96,0.61,0.7,0.8,0.75,0.62
phonon-vlc-mplayer.csv,0.67,0.3,1.0,0.27,0.31,0.24,0.63,0.38,0.65,0.25,0.44,0.76,0.73,0.61,0.45,0.12
sepgsql.csv,0.02,0.96,0.16,0.02,0.01,0.0,0.0,0.06,0.0,0.25,0.05,0.0,0.03,0.02,0.0,0.0
unflobtactical.csv,0.46,0.33,0.48,0.7,0.38,0.57,1.0,0.56,0.62,0.25,0.54,0.59,0.24,0.71,0.65,0.42
