,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.79,0.04,0.49,1.0,0.82,0.42,0.57,0.17,0.07,0.1,0.59,0.95,0.79,0.82,0.32,0.58
autat.csv,0.75,0.02,0.38,0.61,0.75,0.5,0.7,1.0,0.09,0.0,0.46,0.4,0.8,0.0,0.18,0.62
biopax.csv,0.73,0.05,0.44,0.6,0.92,0.35,0.62,0.16,0.06,0.04,0.46,0.92,0.99,0.81,0.36,0.54
exl.csv,0.74,0.05,0.35,0.63,0.88,0.41,0.62,0.21,0.11,0.06,0.41,0.91,0.91,1.0,0.45,0.64
fceugc.csv,0.9,0.05,0.71,0.48,0.87,1.0,0.71,0.23,0.02,0.12,0.47,0.44,0.93,0.95,0.3,1.0
fido.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.74,0.04,0.4,0.58,0.99,0.32,0.6,0.21,0.1,0.07,0.49,0.94,0.89,0.78,0.33,0.45
jasperreports.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,1.0,1.0,0.0,0.0
jmule.csv,0.85,0.03,0.41,0.67,0.87,0.41,0.83,0.22,0.16,0.06,0.42,0.79,0.97,0.97,0.47,1.0
moast.csv,0.64,0.05,0.25,0.54,0.88,0.35,0.56,0.19,0.07,0.04,0.4,1.0,0.81,0.76,0.26,0.48
ng4j.csv,0.84,0.04,0.53,0.75,0.88,0.33,0.68,0.23,0.14,0.09,0.45,0.79,1.0,0.87,1.0,0.79
olap-navigator.csv,1.0,0.09,0.51,0.78,0.89,0.41,0.81,0.24,0.11,0.06,0.5,0.91,0.98,0.88,0.33,0.8
passwordsafe.csv,0.76,0.07,0.47,0.54,0.85,0.39,0.67,0.19,0.06,0.06,1.0,0.88,0.76,0.82,0.29,0.58
phonon-vlc-mplayer.csv,0.82,0.05,0.99,0.6,0.88,0.5,0.81,0.14,0.05,0.01,0.64,0.87,0.84,0.89,0.28,0.6
sepgsql.csv,0.5,1.0,0.92,0.5,0.5,0.0,0.0,0.17,0.0,0.5,0.75,0.0,0.67,1.0,0.0,0.0
unflobtactical.csv,0.88,0.07,0.26,0.65,0.87,0.35,1.0,0.21,0.09,0.04,0.45,0.94,0.74,0.88,0.48,0.62
