,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.33,1.0,0.21,0.8,0.02,0.11,0.09
k3d.csv,0.4,0.67,0.97,0.0,0.02,0.06,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,1.0,0.45,0.17,0.48,0.01,0.09,0.02
patterntesting.csv,0.57,0.48,0.16,0.97,0.01,0.11,0.02
t-2.csv,0.75,1.0,0.11,0.28,0.01,0.99,0.04
xreal.csv,0.0,0.0,0.25,0.0,0.0,0.0,1.0
