,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.25,1.0,0.27,0.16,0.73,0.26,0.8
k3d.csv,0.06,0.1,0.94,0.0,0.29,0.02,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,0.94,0.46,0.46,0.47,0.52,0.45,0.42
patterntesting.csv,0.65,0.6,0.49,0.94,0.83,0.5,0.41
t-2.csv,0.09,0.2,0.23,0.2,0.81,0.94,0.61
xreal.csv,0.0,0.0,0.04,0.0,0.0,0.0,1.0
