,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.26,1.0,0.22,0.23,0.03,0.15,0.17
k3d.csv,0.09,0.15,0.95,0.0,0.04,0.03,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,0.96,0.59,0.24,0.46,0.02,0.16,0.05
patterntesting.csv,0.61,0.62,0.24,0.95,0.03,0.18,0.04
t-2.csv,0.13,0.29,0.14,0.21,0.03,0.96,0.08
xreal.csv,0.0,0.0,0.06,0.0,0.0,0.0,1.0
