,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.52,0.85,0.38,0.57,0.54,0.46,0.62,0.52,0.9,0.47,0.44,0.6,0.77,0.43,0.88
bibletime.csv,0.46,0.51,0.33,0.37,0.43,0.4,0.39,0.48,0.34,0.33,0.36,0.4,0.44,0.38,0.49
boost.csv,0.58,0.5,0.39,0.56,0.57,0.41,0.52,0.62,0.62,0.41,0.38,0.61,0.48,0.59,0.72
doomlegacy.csv,0.43,0.5,0.93,0.89,0.74,0.37,0.75,0.51,0.33,0.35,0.45,0.51,0.44,0.52,0.96
gpac.csv,0.98,0.82,0.47,0.56,0.6,0.46,0.75,0.87,0.95,0.49,0.61,0.76,0.43,0.39,0.95
kftpgrabber.csv,0.97,0.5,0.92,0.86,0.68,0.4,0.75,0.94,0.92,0.94,0.35,0.92,0.67,0.0,0.92
nativeclient.csv,0.49,0.52,0.46,0.41,0.47,0.45,0.42,0.64,0.43,0.37,0.42,0.47,0.46,0.4,0.55
netatalk.csv,0.42,0.45,0.36,0.49,0.55,0.49,0.4,0.39,0.34,0.36,0.37,0.41,0.49,0.38,0.52
open-ms.csv,0.55,0.83,0.93,0.83,0.66,0.47,0.6,0.74,0.3,0.44,0.76,0.57,0.43,0.42,0.72
openmsx.csv,0.96,0.59,0.0,0.81,0.9,0.41,0.67,0.64,0.61,0.43,0.48,0.5,0.44,0.4,0.98
rosegarden.csv,0.54,0.5,0.47,0.36,0.45,0.4,0.33,0.48,0.3,0.32,0.42,0.43,0.4,0.39,0.49
rsyslog.csv,0.5,0.48,0.68,0.92,0.5,0.5,0.4,0.59,0.35,0.36,0.41,0.49,0.41,0.4,0.51
sandiaportals.csv,0.52,0.57,0.39,0.49,0.6,0.44,0.42,0.6,0.73,0.75,0.37,0.57,0.5,0.42,0.66
xmoto.csv,0.45,0.52,0.65,0.75,0.51,0.44,0.4,0.66,0.74,0.52,0.38,0.58,0.49,0.4,0.69
xqilla.csv,0.53,0.0,0.68,0.79,0.95,0.69,0.64,0.94,0.43,0.89,0.82,0.64,0.8,0.83,0.75
