,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.27,0.6,0.33,0.38,0.48,0.62,0.45,0.69,0.52,0.72,0.51,0.72,0.81,0.63,0.59,0.67
autat.csv,0.8,0.93,0.58,0.98,0.81,0.67,0.49,0.46,0.39,0.82,0.84,1.08,0.58,0.55,0.62,1.0
biopax.csv,0.67,1.0,0.93,0.93,0.67,0.84,0.85,1.0,1.0,1.0,1.0,1.0,0.2,0.85,0.95,0.9
exl.csv,0.68,0.57,0.95,0.85,0.63,0.75,0.89,0.89,0.73,0.94,0.61,0.62,0.83,0.32,0.55,0.72
fceugc.csv,0.56,0.6,0.8,0.76,0.73,0.35,0.6,0.67,0.88,0.81,0.6,0.75,0.76,0.59,0.69,0.77
fido.csv,0.98,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.82,0.12,0.96,1.0,0.72,1.0,0.85,0.61
gretl.csv,0.69,0.81,0.54,0.54,0.47,0.73,0.87,0.83,0.54,0.8,0.53,0.34,0.76,0.69,0.55,0.62
jasperreports.csv,0.98,0.47,0.99,0.98,0.66,0.88,0.88,0.99,0.14,0.77,0.97,1.0,0.98,0.69,0.82,1.0
jmule.csv,0.21,0.72,0.27,0.58,0.4,0.62,0.54,0.61,0.33,0.68,0.49,0.52,0.45,0.62,0.37,0.19
moast.csv,0.87,1.0,0.68,1.0,1.0,1.0,1.0,0.78,0.78,0.99,0.81,0.11,0.66,0.73,0.95,0.72
ng4j.csv,0.57,0.63,0.38,0.59,0.61,0.55,0.53,0.84,0.97,0.45,0.75,0.62,0.39,0.57,0.31,0.71
olap-navigator.csv,0.17,0.4,0.35,0.59,0.56,0.55,0.39,0.62,0.23,0.71,0.55,0.86,0.57,0.48,0.58,0.69
passwordsafe.csv,0.51,0.86,0.35,0.57,0.61,0.68,0.48,0.97,0.98,0.97,0.4,0.62,0.47,0.77,0.52,1.0
phonon-vlc-mplayer.csv,0.53,0.73,0.26,0.39,0.43,0.6,0.41,0.76,0.42,0.58,0.42,0.18,0.48,0.64,0.45,0.79
sepgsql.csv,0.36,0.36,0.33,0.3,0.52,0.67,0.3,0.57,0.37,0.6,0.45,0.48,0.5,0.4,0.51,0.92
unflobtactical.csv,0.42,0.35,0.29,0.47,0.64,0.62,0.37,0.7,0.93,0.91,0.46,0.72,0.56,0.53,0.72,0.93
