,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.78,0.46,0.83,0.75,0.65,0.53,0.7,0.61,0.69,0.66,0.55,0.66,0.53,0.7,0.64,0.38
autat.csv,0.24,0.09,0.47,0.02,0.23,0.38,0.56,0.64,0.8,0.46,0.19,0.16,0.49,0.74,0.45,0.0
biopax.csv,0.68,0.0,0.27,0.3,0.67,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.83,0.47,0.21,0.35
exl.csv,0.62,0.69,0.14,0.19,0.45,0.56,0.23,0.39,0.39,0.27,0.61,0.74,0.47,0.78,0.61,0.37
fceugc.csv,0.7,0.48,0.33,0.52,0.39,0.76,0.55,0.63,0.33,0.46,0.59,0.52,0.28,0.46,0.53,0.56
fido.csv,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.97,0.05,0.0,0.33,0.0,0.18,0.5
gretl.csv,0.63,0.54,0.71,0.6,0.71,0.55,0.43,0.5,0.81,0.53,0.69,0.91,0.59,0.68,0.69,0.46
jasperreports.csv,0.17,0.67,0.26,0.09,0.62,0.43,0.44,0.05,0.94,0.29,0.13,0.0,0.2,0.5,0.46,0.0
jmule.csv,0.85,0.64,0.82,0.7,0.7,0.57,0.64,0.56,0.88,0.7,0.69,0.82,0.62,0.72,0.75,0.88
moast.csv,0.21,0.0,0.43,0.0,0.0,0.0,0.0,0.35,0.51,0.05,0.27,0.96,0.58,0.5,0.21,0.37
ng4j.csv,0.49,0.48,0.84,0.49,0.59,0.66,0.63,0.22,0.13,0.72,0.3,0.75,0.79,0.7,0.76,0.34
olap-navigator.csv,0.86,0.66,0.72,0.69,0.53,0.52,0.69,0.52,0.92,0.5,0.67,0.45,0.49,0.69,0.62,0.69
passwordsafe.csv,0.55,0.45,0.82,0.49,0.48,0.57,0.77,0.13,0.09,0.36,0.69,0.75,0.72,0.59,0.67,0.0
phonon-vlc-mplayer.csv,0.53,0.62,0.81,0.67,0.68,0.51,0.7,0.35,0.85,0.78,0.64,0.94,0.58,0.67,0.66,0.25
sepgsql.csv,0.69,0.78,0.73,0.78,0.56,0.46,0.76,0.73,0.71,0.67,0.62,0.84,0.56,0.83,0.65,0.1
unflobtactical.csv,0.76,0.72,0.8,0.62,0.43,0.53,0.74,0.56,0.38,0.38,0.68,0.66,0.74,0.68,0.63,0.1
