,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.53,0.98,0.68,0.59,0.44,0.5,0.41,0.41,0.5,0.37,0.73,0.4,0.45,0.43,0.61,0.91
autat.csv,0.92,0.99,0.98,0.0,0.73,0.9,0.55,0.57,0.5,0.43,0.92,0.57,0.71,0.42,0.94,0.0
biopax.csv,0.44,0.42,0.48,0.51,0.39,0.38,0.39,0.35,0.46,0.32,0.43,0.38,0.53,0.44,0.41,0.33
exl.csv,0.56,0.39,0.67,0.91,0.5,0.36,0.65,0.36,0.75,0.5,0.47,0.41,0.66,0.46,0.68,0.62
fceugc.csv,0.47,0.66,0.59,0.56,0.49,0.48,0.41,0.43,0.63,0.44,0.41,0.48,0.78,0.56,0.57,0.38
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.94,0.67,0.0,0.76,0.0,0.86,0.68
gretl.csv,0.46,0.42,0.53,0.45,0.4,0.45,0.38,0.39,0.47,0.4,0.51,0.41,0.47,0.45,0.59,0.56
jasperreports.csv,0.48,0.44,0.5,0.49,0.47,0.49,0.43,0.35,0.67,0.95,0.43,0.38,0.79,0.58,0.52,0.3
jmule.csv,0.52,0.45,0.75,0.5,0.43,0.52,0.41,0.45,0.43,0.38,0.51,0.4,0.52,0.46,0.61,0.48
moast.csv,0.89,0.42,0.99,0.48,0.44,0.0,0.38,0.73,0.57,0.32,0.97,0.44,0.55,0.79,0.37,0.62
ng4j.csv,0.53,0.81,0.62,0.55,0.52,0.43,0.44,0.83,0.46,0.49,0.89,0.4,0.48,0.42,0.62,0.86
olap-navigator.csv,0.58,0.95,0.76,0.51,0.45,0.71,0.39,0.48,0.61,0.5,0.47,0.39,0.66,0.44,0.57,0.34
passwordsafe.csv,0.77,0.43,0.66,0.63,0.49,0.49,0.4,0.35,0.46,0.38,0.6,0.4,0.55,0.46,0.72,0.0
phonon-vlc-mplayer.csv,0.57,0.46,0.84,0.56,0.42,0.61,0.39,0.52,0.42,0.42,0.62,0.43,0.59,0.43,0.7,0.83
sepgsql.csv,0.62,0.55,0.79,0.52,0.43,0.62,0.4,0.38,0.58,0.47,0.63,0.4,0.61,0.43,0.69,0.5
unflobtactical.csv,0.61,0.78,0.72,0.57,0.48,0.57,0.39,0.46,0.52,0.37,0.52,0.39,0.51,0.47,0.5,0.83
