,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.39,0.38,0.46,0.47,0.4,0.47,0.45,0.3,0.73
ikvm.csv,0.37,0.57,0.5,0.57,0.94,0.96,0.41,0.32,0.62
lazarus-ccr.csv,0.52,0.65,0.46,0.51,0.82,0.48,0.33,0.32,0.47
les-indemodables.csv,0.4,0.41,0.42,0.54,0.41,0.52,0.43,0.83,0.42
metacosm.csv,0.43,0.5,0.41,0.49,0.54,0.45,0.45,0.75,0.42
micomt.csv,0.47,0.52,0.5,0.6,0.86,0.51,0.45,0.75,0.43
ontomorphtab.csv,0.39,0.38,0.41,0.52,0.42,0.5,0.62,0.38,0.36
tradelink.csv,0.8,0.89,0.54,0.75,0.94,0.53,0.68,0.0,0.52
xuggle.csv,0.4,0.48,0.48,0.6,0.73,0.64,0.45,0.8,0.48
