,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.48,0.25,0.55,0.39,0.64,0.33,0.89,0.72,0.69,0.15
gamestone.csv,0.05,1.0,0.27,0.06,0.07,0.04,0.13,0.2,0.08,0.12
gbif-providertoolkit.csv,0.26,0.0,0.09,0.06,0.79,0.22,0.29,0.4,0.31,0.12
heekscad.csv,0.97,0.75,0.75,0.87,0.5,0.27,0.42,0.48,0.38,0.44
igarden.csv,0.27,0.25,0.29,0.9,0.43,0.41,0.34,0.28,1.0,0.4
levent.csv,0.64,0.5,0.82,0.81,0.71,1.0,0.79,0.64,0.62,0.71
owlapi.csv,0.08,0.0,0.02,0.0,0.14,0.0,0.08,0.92,0.46,0.04
pnotepad.csv,0.97,0.88,0.91,1.0,0.86,0.76,0.84,0.92,1.0,0.96
quark.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.77,0.0
xcsoar.csv,0.68,0.25,0.96,0.39,0.64,0.33,0.71,0.52,0.92,0.42
