,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.74,0.12,0.6,0.35,0.2,0.84,0.97,0.24,0.2,1.0
gamestone.csv,0.8,1.0,0.68,0.33,0.17,1.0,0.5,0.33,0.17,1.0
gbif-providertoolkit.csv,0.77,0.0,0.83,0.5,1.0,0.85,0.44,0.45,0.36,1.0
heekscad.csv,1.0,0.27,0.55,0.4,0.33,1.0,0.39,0.29,0.26,0.88
igarden.csv,0.75,0.18,0.7,1.0,0.21,0.62,0.36,0.19,0.2,0.95
levent.csv,0.74,0.19,0.55,0.4,0.27,0.98,0.4,0.24,0.22,0.87
owlapi.csv,0.86,0.0,1.0,0.0,0.25,0.0,0.5,0.96,0.26,1.0
pnotepad.csv,0.69,0.18,0.5,0.3,0.17,0.76,0.37,0.2,0.22,1.0
quark.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
xcsoar.csv,0.79,0.15,0.98,0.36,0.22,0.84,0.42,0.31,0.24,1.0
