,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.67,0.0,0.0,0.62
repositorium.csv,0.27,0.32,0.06,0.36
simplewebservices.csv,0.35,0.09,0.29,0.58
xbg.csv,0.0,0.5,0.3,0.32
