,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.46,0.43,0.91,0.06,0.2,0.65,0.32,0.89
ibatisdb.csv,0.43,0.3,0.38,0.07,0.19,0.3,0.67,0.53
log4net.csv,0.27,0.36,0.28,0.27,0.2,0.23,0.16,0.45
ofbiz.csv,0.48,0.79,0.66,0.06,0.2,0.78,0.27,0.62
opensim4opencog.csv,0.5,0.43,0.59,0.09,0.32,0.66,0.25,0.55
openwbem.csv,0.56,0.33,0.71,0.02,0.17,0.47,0.42,0.6
power-architect.csv,0.48,0.7,0.83,0.04,0.23,0.57,0.46,0.88
x-ray-mule.csv,0.21,0.82,0.6,0.0,0.2,0.71,0.03,0.34
