,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.75,0.44,0.06,0.79,0.55
mediaportal.csv,0.82,0.87,0.89,0.27,1.06
poormans.csv,0.47,0.67,0.76,0.7,0.01
smartgwt.csv,0.62,0.07,0.7,0.62,0.68
sqlpower-library.csv,0.06,0.79,0.71,0.67,0.86
