,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.63,0.76,1.0,0.92,0.71
mediaportal.csv,0.7,0.42,0.56,0.73,0.35
poormans.csv,0.63,0.33,0.25,0.65,1.0
smartgwt.csv,0.8,0.93,0.77,0.76,0.68
sqlpower-library.csv,0.98,0.56,0.4,0.48,0.26
