,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.72,0.39,0.98,0.22,0.29
mediaportal.csv,0.71,0.16,0.7,0.94,0.1
poormans.csv,0.85,0.81,0.93,0.2,0.97
smartgwt.csv,0.79,0.99,0.79,0.24,0.23
sqlpower-library.csv,0.98,0.21,0.77,0.21,0.13
