,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.65,0.37,0.06,0.78,0.47
mediaportal.csv,0.76,0.65,0.78,0.01,0.84
poormans.csv,0.29,0.02,0.06,0.61,0.01
smartgwt.csv,0.59,0.0,0.67,0.57,0.59
sqlpower-library.csv,0.06,0.65,0.39,0.41,0.45
