,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.54,0.73,0.99,0.56,0.66
mediaportal.csv,0.51,0.4,0.43,0.77,0.28
poormans.csv,0.64,0.38,0.29,0.57,1.0
smartgwt.csv,0.67,0.94,0.61,0.66,0.6
sqlpower-library.csv,0.97,0.5,0.43,0.5,0.29
