,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.38,0.3,0.38,0.34,0.48
mediaportal.csv,0.53,0.92,0.57,0.99,0.61
poormans.csv,0.38,0.97,0.73,0.51,0.69
smartgwt.csv,0.45,0.55,0.43,0.53,0.62
sqlpower-library.csv,0.43,0.8,0.6,0.57,0.72
