,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.69,0.3,0.05,0.5,0.55,0.79,0.56,0.63,0.38,0.88,0.46
aztec.csv,0.77,0.25,0.14,0.36,0.78,0.57,0.42,0.7,1.0,0.96,0.44
bl-toolkit.csv,0.88,0.07,0.07,0.36,0.48,0.44,0.43,0.42,0.19,0.81,0.45
clamav.csv,0.69,0.04,0.04,0.68,0.52,0.68,0.42,0.61,0.27,0.69,0.52
fm-classic.csv,0.6,0.0,0.33,0.0,0.4,0.74,0.8,0.0,1.0,0.79,0.65
kml.csv,0.84,0.08,0.06,0.43,0.73,0.62,0.46,0.64,0.49,0.85,0.45
lufa-lib.csv,0.76,0.19,0.03,0.42,0.5,0.57,0.62,0.6,0.23,0.89,0.41
mplayer-ce.csv,0.8,0.08,0.04,0.67,0.73,0.6,0.49,0.58,0.4,0.88,0.57
qmmp.csv,0.84,0.08,0.11,0.52,0.63,0.52,0.49,0.79,0.48,0.88,0.45
xapian.csv,0.69,0.04,0.04,0.4,0.57,0.67,0.42,0.45,0.48,0.68,0.47
xtreemfs.csv,0.77,0.13,0.09,0.38,0.61,0.54,0.47,0.67,0.5,0.95,0.46
