,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.0,0.29,0.36,0.34,0.64,0.78,0.64,0.71,0.69,0.67,0.24
aztec.csv,0.24,0.82,0.38,0.43,0.55,0.53,0.47,0.13,0.18,0.77,0.46
bl-toolkit.csv,0.76,0.13,0.37,0.0,0.13,0.38,0.0,0.41,0.35,0.43,0.0
clamav.csv,0.26,0.36,0.17,0.68,0.61,0.67,0.2,0.6,0.65,0.28,0.59
fm-classic.csv,0.07,0.0,0.98,0.0,0.07,0.29,0.23,0.0,0.05,0.1,0.1
kml.csv,0.73,0.38,0.7,0.62,0.75,0.66,0.62,0.63,0.71,0.38,0.05
lufa-lib.csv,0.68,0.69,0.36,0.64,0.58,0.55,0.68,0.53,0.55,0.72,0.4
mplayer-ce.csv,0.67,0.37,0.05,0.24,0.69,0.64,0.45,0.64,0.72,0.68,0.58
qmmp.csv,0.57,0.59,0.89,0.62,0.66,0.47,0.63,0.68,0.54,0.69,0.32
xapian.csv,0.52,0.34,0.05,0.24,0.5,0.73,0.47,0.48,0.65,0.26,0.58
xtreemfs.csv,0.65,0.78,0.38,0.48,0.75,0.51,0.61,0.33,0.36,0.83,0.13
