,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.53,0.97,0.37,0.72,0.36,0.2,0.09,0.07,0.15,0.38,0.62,0.58,0.51,0.42,0.6,0.73,0.02
avisynth2.csv,0.04,0.0,0.3,0.1,0.0,0.03,1.0,0.0,0.0,0.05,0.0,0.06,0.15,0.0,0.0,0.04,0.0
bigdata.csv,0.84,0.69,0.38,0.49,0.51,0.21,0.09,0.03,0.18,0.43,0.69,0.99,0.52,0.6,0.59,0.89,0.02
dsworkbench.csv,1.0,0.47,0.3,0.68,0.4,0.16,0.15,0.03,0.08,0.33,0.31,0.45,0.0,0.09,0.37,0.23,0.0
foursquared.csv,0.42,0.37,0.18,0.46,1.0,0.19,0.31,0.0,0.44,0.34,0.27,0.35,0.09,0.37,0.29,0.33,0.17
geotools.csv,0.52,0.36,0.3,0.38,0.21,0.16,0.06,0.0,0.31,0.98,0.38,0.55,0.37,0.45,0.14,0.33,0.0
gephex.csv,0.81,0.65,0.39,0.78,0.38,0.25,0.0,0.05,0.26,0.54,0.98,0.73,0.26,0.61,0.57,0.6,0.02
jgossipforum.csv,0.3,0.0,0.0,0.0,0.29,0.15,0.0,0.91,0.0,0.19,0.03,0.1,0.41,0.03,0.0,0.21,0.0
madman.csv,0.0,0.22,0.29,0.15,0.2,0.07,0.0,0.0,1.0,0.18,0.17,0.11,0.15,0.22,0.02,0.27,0.0
pokenetonline.csv,0.65,0.31,0.34,0.99,0.56,0.29,0.25,0.08,0.25,0.47,0.38,0.74,0.36,0.26,0.39,0.59,0.0
qmmp.csv,0.61,0.71,0.52,0.72,0.62,0.23,0.12,0.14,0.36,0.44,0.63,0.79,0.36,0.98,0.6,0.78,0.03
rcp-company-uibindings.csv,0.83,0.7,0.48,0.76,0.52,0.22,0.1,0.05,0.27,0.44,0.76,0.91,0.67,0.62,0.57,1.0,0.02
simplewebservices.csv,0.79,0.58,0.36,0.62,0.42,0.27,0.0,0.06,0.26,0.43,0.69,0.72,0.18,0.57,0.99,0.62,0.02
t-2.csv,0.4,0.37,0.31,0.48,0.47,0.95,0.0,0.0,0.14,0.07,0.44,0.27,0.14,0.42,0.21,0.41,0.0
wsmt.csv,0.11,0.45,0.29,0.42,0.34,0.08,0.0,0.0,0.45,0.18,0.44,0.32,0.97,0.26,0.11,0.33,0.1
yarp0.csv,0.39,0.27,0.9,0.34,0.12,0.07,0.0,0.07,0.07,0.17,0.42,0.31,0.52,0.34,0.26,0.38,0.0
