,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.46,0.93,0.62,0.72,0.5,0.57,1.0,0.8,0.38,0.59,0.55,0.43,0.54,0.4,0.79,0.58,1.0
avisynth2.csv,0.02,0.0,0.19,0.05,0.0,0.02,1.0,0.0,0.0,0.02,0.0,0.03,0.09,0.0,0.0,0.02,0.0
bigdata.csv,0.92,0.8,0.56,0.37,0.54,0.95,1.0,0.6,0.62,0.51,0.76,0.99,0.49,0.75,1.0,0.84,1.0
dsworkbench.csv,1.0,0.33,0.31,0.62,0.33,0.26,0.67,0.2,0.12,0.31,0.18,0.3,0.0,0.05,0.41,0.13,0.0
foursquared.csv,0.28,0.25,0.12,0.32,1.0,0.21,0.67,0.0,0.5,0.32,0.17,0.22,0.06,0.24,0.19,0.2,1.0
geotools.csv,0.38,0.25,0.25,0.27,0.17,0.14,0.33,0.0,0.5,0.95,0.25,0.39,0.29,0.38,0.09,0.2,0.0
gephex.csv,0.88,0.72,0.62,0.85,0.42,0.51,0.0,0.8,0.88,0.8,0.97,0.62,0.23,0.81,0.74,0.44,1.0
jgossipforum.csv,0.18,0.0,0.0,0.0,0.21,0.13,0.0,1.0,0.0,0.13,0.01,0.05,0.31,0.02,0.0,0.12,0.0
madman.csv,0.0,0.13,0.19,0.08,0.12,0.05,0.0,0.0,1.0,0.13,0.1,0.06,0.09,0.13,0.01,0.15,0.0
pokenetonline.csv,0.56,0.2,0.31,1.0,0.62,0.54,1.0,0.4,0.38,0.55,0.27,0.64,0.34,0.16,0.32,0.42,0.0
qmmp.csv,0.5,0.82,0.75,0.7,0.88,0.85,0.67,0.6,1.0,0.85,0.61,0.72,0.37,0.97,0.95,0.66,1.0
rcp-company-uibindings.csv,0.92,0.92,1.0,0.8,1.0,0.99,1.0,1.0,1.0,0.96,0.94,0.93,0.94,0.71,0.75,1.0,1.0
simplewebservices.csv,0.8,0.58,0.56,0.53,0.62,0.61,0.0,0.6,0.75,0.66,0.7,0.61,0.14,0.54,0.98,0.45,1.0
t-2.csv,0.28,0.27,0.31,0.37,0.5,0.93,0.0,0.0,0.12,0.05,0.34,0.16,0.09,0.33,0.14,0.26,0.0
wsmt.csv,0.06,0.4,0.31,0.3,0.25,0.11,0.0,0.0,0.88,0.18,0.34,0.2,0.94,0.17,0.06,0.2,1.0
yarp0.csv,0.26,0.18,0.81,0.23,0.08,0.04,0.0,1.0,0.12,0.14,0.3,0.19,0.46,0.33,0.23,0.23,0.0
