,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.62,0.64,0.45,0.43,0.45,0.51,0.41,0.62,0.56,0.5,0.57,0.68,0.44,0.82,0.4,0.45,0.32
avisynth2.csv,0.0,0.0,0.75,0.67,0.0,0.93,0.67,0.0,0.0,0.67,0.0,0.89,0.8,0.0,0.0,0.8,0.0
bigdata.csv,0.38,0.55,0.55,0.59,0.52,0.45,0.4,0.43,0.48,0.45,0.4,0.43,0.45,0.53,0.35,0.42,0.28
dsworkbench.csv,0.42,0.96,0.82,0.45,0.75,0.68,0.7,0.76,0.94,0.76,0.93,0.64,0.5,0.83,0.5,0.97,0.4
foursquared.csv,0.75,0.86,0.83,0.68,0.58,0.93,0.8,0.67,0.9,0.71,0.94,0.8,0.88,0.94,0.97,0.83,0.91
geotools.csv,0.7,0.65,0.73,0.75,0.93,0.99,0.57,0.9,0.56,0.68,0.91,0.66,0.63,0.48,0.96,0.96,0.54
gephex.csv,0.38,0.55,0.46,0.36,0.52,0.48,0.44,0.46,0.39,0.4,0.49,0.5,0.41,0.43,0.36,0.47,0.31
jgossipforum.csv,0.82,0.0,0.0,0.0,0.91,0.99,0.0,0.83,0.0,0.97,0.0,0.93,0.53,0.0,0.0,0.96,0.5
madman.csv,0.0,0.92,0.8,0.86,0.83,0.97,0.0,0.0,0.88,0.97,0.92,0.94,0.83,0.91,0.8,0.97,0.67
pokenetonline.csv,0.42,0.71,0.54,0.38,0.4,0.47,0.48,0.73,0.5,0.41,0.59,0.37,0.35,0.93,0.59,0.42,0.42
qmmp.csv,0.5,0.53,0.43,0.4,0.36,0.48,0.52,0.79,0.39,0.44,0.44,0.43,0.38,0.54,0.38,0.47,0.42
rcp-company-uibindings.csv,0.38,0.45,0.37,0.35,0.32,0.44,0.4,0.43,0.37,0.42,0.34,0.41,0.33,0.45,0.35,0.4,0.3
simplewebservices.csv,0.43,0.67,0.44,0.55,0.4,0.67,0.69,0.56,0.51,0.52,0.45,0.53,0.6,0.67,0.58,0.57,0.32
t-2.csv,0.8,0.89,0.94,0.71,0.63,0.99,0.88,0.93,0.83,0.97,0.73,0.98,0.86,0.95,0.97,0.92,0.8
wsmt.csv,0.8,0.72,0.68,0.68,0.91,0.91,0.92,0.98,0.52,0.99,0.78,0.98,0.61,0.95,0.92,0.98,0.95
yarp0.csv,0.81,0.86,0.69,0.91,0.89,0.88,0.0,0.43,0.75,0.96,0.83,0.97,0.56,0.56,0.71,0.93,0.5
