,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.88,0.0,0.74,0.68,0.65,0.58,0.98,0.49,0.59,0.58,0.37,0.38,0.67,0.5,0.6,0.3,0.83
avisynth2.csv,0.0,0.0,0.03,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
bigdata.csv,0.88,0.67,0.58,0.28,0.3,0.97,1.0,0.91,0.88,0.33,0.76,0.03,0.47,0.76,1.0,0.9,0.95
dsworkbench.csv,0.0,0.1,0.32,0.48,0.17,0.27,0.34,0.26,0.31,0.21,0.02,0.35,0.07,0.05,0.58,0.0,0.5
foursquared.csv,0.12,0.15,0.11,0.12,0.0,0.15,0.13,0.01,0.12,0.23,0.12,0.19,0.2,0.05,0.09,0.0,0.1
geotools.csv,0.25,0.17,0.18,0.32,0.22,0.09,0.47,0.05,0.29,0.0,0.12,0.22,0.3,0.32,0.12,0.0,0.4
gephex.csv,0.88,0.62,0.66,0.76,0.41,0.37,0.77,0.63,0.8,0.46,0.02,0.43,0.63,0.85,0.6,0.2,0.83
jgossipforum.csv,0.12,0.0,0.0,0.04,0.13,0.08,0.0,0.0,0.0,0.09,0.0,0.03,0.27,0.0,0.0,0.0,0.02
madman.csv,0.0,0.1,0.05,0.08,0.07,0.05,0.0,0.0,0.0,0.13,0.12,0.03,0.1,0.05,0.03,0.1,0.03
pokenetonline.csv,0.5,0.1,0.21,0.04,0.33,0.3,0.29,0.19,0.27,0.32,0.24,0.62,0.63,0.08,0.23,0.1,0.51
qmmp.csv,0.44,0.6,0.47,0.6,0.5,0.75,0.44,0.16,0.57,0.8,0.56,0.68,0.8,0.0,0.87,0.5,0.57
rcp-company-uibindings.csv,0.94,0.88,0.92,0.72,0.98,0.99,0.87,0.95,0.9,0.95,0.93,0.86,1.0,0.6,0.63,0.1,0.93
simplewebservices.csv,0.69,0.52,0.66,0.48,0.72,0.41,0.42,0.42,0.67,0.56,0.56,0.65,0.5,0.37,0.0,0.2,0.79
t-2.csv,0.38,0.23,0.29,0.36,0.33,0.0,0.13,0.06,0.1,0.14,0.32,0.14,0.13,0.26,0.13,0.2,0.05
wsmt.csv,0.12,0.46,0.37,0.28,0.11,0.25,0.21,0.23,0.33,0.31,0.32,0.35,0.0,0.16,0.05,0.0,0.17
yarp0.csv,0.19,0.23,0.0,0.36,0.15,0.01,0.02,0.61,0.39,0.19,0.22,0.22,0.37,0.61,0.38,0.0,0.02
