,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,1.03,0.07,0.83,0.74,0.82,0.72,0.98,0.53,0.86,0.71,0.58,0.69,0.81,0.78,0.63,0.52,0.83
avisynth2.csv,0.98,1.0,0.81,0.95,1.0,0.98,0.0,1.0,1.0,0.98,1.0,0.97,0.92,1.0,1.0,0.98,1.0
bigdata.csv,0.88,0.7,0.73,0.69,0.55,0.98,1.0,1.0,0.95,0.6,0.79,0.03,0.69,0.8,1.0,0.91,0.95
dsworkbench.csv,0.0,0.67,0.76,0.61,0.69,0.79,0.48,0.84,0.93,0.73,0.82,0.78,1.0,0.95,0.83,0.87,1.12
foursquared.csv,0.73,0.76,0.88,0.69,0.0,0.8,0.36,1.0,0.51,0.72,0.84,0.81,0.96,0.76,0.82,0.8,0.1
geotools.csv,0.67,0.77,0.77,0.8,0.86,0.86,0.81,1.0,0.58,0.05,0.76,0.65,0.77,0.7,0.92,0.8,1.08
gephex.csv,0.88,0.69,0.76,0.77,0.71,0.61,1.26,0.66,0.81,0.5,0.04,0.58,1.0,0.88,0.66,0.6,0.83
jgossipforum.csv,0.83,1.0,1.0,1.0,0.8,0.87,1.0,0.0,1.0,0.88,0.99,0.95,0.74,0.98,1.0,0.88,1.0
madman.csv,1.0,0.87,0.81,0.92,0.88,0.95,1.0,1.0,0.0,0.88,0.91,0.94,0.92,0.87,0.99,0.85,1.0
pokenetonline.csv,0.67,0.81,0.72,0.04,0.5,0.55,0.29,0.63,0.68,0.55,0.77,0.72,0.91,0.85,0.72,0.59,1.12
qmmp.csv,0.66,0.63,0.54,0.67,0.52,0.77,0.55,0.43,0.57,0.82,0.69,0.73,1.02,0.03,0.87,0.61,0.57
rcp-company-uibindings.csv,0.94,0.88,0.92,0.75,0.98,0.99,0.87,0.95,0.9,0.95,0.93,0.87,1.0,0.66,0.68,0.1,0.93
simplewebservices.csv,0.72,0.67,0.79,0.67,0.81,0.56,1.08,0.58,0.72,0.66,0.63,0.76,0.99,0.59,0.02,0.58,0.79
t-2.csv,0.81,0.77,0.75,0.73,0.6,0.07,1.01,1.0,0.88,0.96,0.73,0.85,0.92,0.71,0.87,0.77,1.0
wsmt.csv,0.95,0.76,0.78,0.75,0.76,0.92,1.02,1.03,0.35,0.88,0.73,0.88,0.06,0.84,0.94,0.8,0.17
yarp0.csv,0.76,0.85,0.19,0.85,0.93,0.96,1.0,0.61,0.96,0.88,0.74,0.84,0.66,0.91,0.86,0.77,1.0
