,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,13.0,0.0,17.0,3.0,0.0,0.0,2.0,21.0,1.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0
echongl.csv,9.0,0.0,15.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,117.0,2.0,2.0,4.0,0.0,0.0
findbugs.csv,9.0,0.0,12.0,2.0,0.0,0.0,2.0,20.0,4.0,0.0,117.0,0.0,1.0,3.0,0.0,0.0
google-web-toolkit.csv,1.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0
gwanted.csv,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,66.0,0.0,117.0,0.0,168.0,3.0,0.0,0.0
ivatamasks.csv,15.0,0.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,43.0,0.0,0.0,1.0,0.0,0.0
onotoa.csv,2.0,0.0,8.0,1.0,0.0,0.0,1.0,20.0,2.0,0.0,72.0,0.0,1.0,6.0,0.0,0.0
orc.csv,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,117.0,0.0,2.0,5.0,0.0,0.0
plato.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,23.0,2.0,136.0,89.0,0.0,2.0,4.0,0.0,0.0
proftp.csv,4.0,0.0,10.0,2.0,0.0,0.0,2.0,19.0,0.0,0.0,117.0,0.0,1.0,4.0,1.0,0.0
rodin-b-sharp.csv,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,117.0,0.0,0.0,1.0,2.0,2.0
uclmda.csv,8.0,0.0,58.0,2.0,1.0,0.0,0.0,14.0,6.0,0.0,32.0,0.0,0.0,2.0,2.0,0.0
umber.csv,0.0,0.0,34.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,117.0,0.0,0.0,0.0,1.0,0.0
unicase.csv,1.0,0.0,7.0,1.0,0.0,0.0,1.0,24.0,6.0,0.0,58.0,0.0,3.0,0.0,1.0,0.0
wpdev.csv,3.0,0.0,17.0,2.0,0.0,0.0,1.0,19.0,2.0,0.0,96.0,0.0,2.0,3.0,0.0,0.0
