,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.53,0.35,0.31,0.58,0.35,0.38,0.36,0.42,0.45,0.31,0.4,0.37,0.3,0.38,0.3,0.45
echongl.csv,0.56,0.45,0.51,0.62,0.47,0.44,0.52,0.56,0.54,0.37,0.72,0.47,0.96,0.54,0.53,0.53
findbugs.csv,0.83,0.57,0.97,0.95,0.88,0.76,0.76,0.97,0.55,0.51,0.97,0.99,0.95,0.8,0.64,0.68
google-web-toolkit.csv,0.56,0.52,0.84,0.61,0.8,0.94,0.98,0.6,0.48,0.36,0.54,0.56,0.89,0.51,0.92,0.7
gwanted.csv,0.92,0.62,0.91,0.86,0.56,0.77,0.76,0.96,0.0,0.95,0.9,0.75,0.5,0.95,0.6,0.86
ivatamasks.csv,0.53,0.48,0.48,0.44,0.47,0.44,0.5,0.51,0.83,0.33,0.46,0.5,0.28,0.44,0.41,0.56
onotoa.csv,0.41,0.53,0.4,0.47,0.49,0.39,0.46,0.46,0.51,0.35,0.42,0.45,0.69,0.45,0.47,0.57
orc.csv,0.94,0.95,0.93,0.94,0.5,0.71,0.72,0.82,0.57,0.85,0.94,0.99,0.95,0.8,0.93,0.89
plato.csv,0.42,0.51,0.34,0.52,0.45,0.47,0.45,0.46,0.44,0.0,0.39,0.43,0.52,0.48,0.37,0.43
proftp.csv,0.73,0.48,0.49,0.49,0.43,0.82,0.55,0.52,0.48,0.53,0.51,0.5,0.88,0.52,0.55,0.92
rodin-b-sharp.csv,0.82,0.97,0.96,0.6,0.67,0.79,0.68,0.97,0.67,0.93,0.97,0.66,0.0,0.99,0.9,0.76
uclmda.csv,0.47,0.6,0.45,0.51,0.53,0.41,0.78,0.54,0.89,0.32,0.55,0.45,0.26,0.49,0.47,0.6
umber.csv,0.58,0.98,0.72,0.71,0.85,0.92,0.67,0.95,0.92,0.43,0.94,0.99,0.91,0.8,0.53,0.52
unicase.csv,0.5,0.42,0.43,0.45,0.41,0.49,0.48,0.52,0.55,0.96,0.42,0.44,0.86,0.41,0.34,0.48
wpdev.csv,0.33,0.39,0.29,0.43,0.39,0.35,0.38,0.4,0.4,0.29,0.36,0.39,0.26,0.38,0.32,0.36
