,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.55,0.68,0.41,0.36,0.55,0.55,0.62,0.54,0.57,0.3,0.82,0.59,0.72,0.56,0.51,0.99
echongl.csv,0.28,0.62,0.49,0.5,0.75,0.61,0.63,0.44,0.31,0.99,0.0,0.62,0.0,0.56,0.46,0.52
findbugs.csv,0.41,0.44,0.43,0.27,0.36,0.32,0.32,0.29,0.44,0.51,0.0,0.27,0.13,0.4,0.96,0.48
google-web-toolkit.csv,0.18,0.52,0.35,0.45,0.15,0.19,0.11,0.65,0.46,0.67,0.85,0.49,0.25,0.99,0.21,0.37
gwanted.csv,0.52,0.43,0.36,0.09,0.34,0.33,0.42,0.94,0.0,0.23,0.0,0.3,0.0,0.18,0.67,0.11
ivatamasks.csv,0.72,0.53,0.57,1.0,0.4,0.52,0.55,0.48,0.16,0.28,0.83,0.5,0.8,0.52,0.47,0.35
onotoa.csv,0.63,0.74,0.73,0.41,0.63,0.99,0.43,0.59,0.33,0.66,0.6,0.44,0.26,0.5,0.65,0.45
orc.csv,0.06,0.17,0.95,0.13,0.58,0.48,0.42,0.42,0.6,0.29,0.0,0.26,0.14,0.44,0.29,0.07
plato.csv,0.31,0.65,0.34,0.37,1.0,0.51,0.59,0.45,0.49,0.0,0.38,0.51,0.42,0.53,0.38,0.65
proftp.csv,0.63,0.41,0.62,0.55,0.46,0.22,0.44,0.4,0.98,0.4,0.0,0.44,0.04,0.36,0.4,0.2
rodin-b-sharp.csv,0.58,0.28,0.36,0.52,0.24,0.3,0.98,0.25,0.09,0.17,0.0,0.4,0.01,0.24,0.09,0.2
uclmda.csv,0.82,0.66,0.45,0.6,0.4,0.47,0.48,0.42,0.09,0.2,0.9,0.56,0.99,0.42,0.38,0.49
umber.csv,1.0,0.36,0.22,0.38,0.36,0.19,0.56,0.25,0.09,0.69,0.0,0.18,0.07,0.27,0.51,0.47
unicase.csv,0.38,0.68,0.67,0.63,0.54,0.5,0.61,0.54,0.39,0.24,0.75,0.99,0.01,0.58,0.44,0.45
wpdev.csv,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.33
