,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.53,0.74,0.81,0.31,0.62,0.62,0.79,0.57,0.57,0.93,1.0,0.59,0.81,0.62,0.75,1.0
echongl.csv,0.26,0.66,0.5,0.56,0.79,0.68,0.75,0.43,0.57,0.99,0.0,0.79,0.11,0.6,0.46,0.59
findbugs.csv,0.37,0.43,0.38,0.24,0.33,0.28,0.29,0.25,0.4,0.54,0.0,0.24,0.11,0.37,0.96,0.44
google-web-toolkit.csv,0.16,0.46,0.31,0.4,0.12,0.16,0.09,0.64,0.43,0.78,1.0,0.49,0.21,0.99,0.18,0.33
gwanted.csv,0.47,0.38,0.31,0.07,0.64,0.28,0.37,0.93,0.0,0.19,0.0,0.26,0.0,0.15,0.68,0.09
ivatamasks.csv,0.74,0.47,0.56,1.0,0.36,0.49,0.52,0.46,0.13,0.78,1.0,0.49,0.84,0.52,0.46,0.31
onotoa.csv,0.89,0.7,0.94,0.89,0.76,1.0,0.71,0.96,0.67,0.82,1.0,0.85,0.3,0.8,0.75,0.48
orc.csv,0.05,0.14,0.94,0.11,0.86,0.45,0.4,0.39,0.7,0.25,0.0,0.22,0.12,0.41,0.25,0.06
plato.csv,0.42,0.7,0.56,0.67,1.0,0.7,0.92,0.89,1.0,0.0,1.0,0.89,0.45,0.76,0.71,0.88
proftp.csv,0.58,0.36,0.62,0.51,0.43,0.19,0.4,0.36,0.97,0.36,0.0,0.4,0.03,0.32,0.36,0.17
rodin-b-sharp.csv,0.53,0.24,0.31,0.5,0.21,0.26,0.97,0.21,0.07,0.14,0.0,0.37,0.01,0.2,0.07,0.17
uclmda.csv,0.84,0.61,0.44,0.59,0.36,0.54,0.43,0.39,0.07,0.9,1.0,0.55,0.99,0.39,0.36,0.47
umber.csv,1.0,0.31,0.19,0.34,0.31,0.16,0.54,0.21,0.07,0.74,0.0,0.15,0.06,0.23,0.5,0.47
unicase.csv,0.37,0.75,0.75,0.88,0.55,0.49,0.65,0.57,0.37,0.2,1.0,1.0,0.01,0.72,0.68,0.62
wpdev.csv,1.0,1.0,1.0,1.0,0.9,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
