,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.76,0.96,0.4,0.24,0.31,0.41,0.09,0.25
aime.csv,0.57,0.79,0.19,0.0,0.39,0.28,0.06,0.21
badtrinitycore.csv,0.0,0.67,0.33,0.37,0.15,0.46,0.24,0.27
electric-core.csv,0.57,0.81,0.41,0.17,0.17,0.32,0.14,0.25
geochat.csv,0.5,0.77,0.14,0.02,0.19,0.5,0.21,0.42
mumble.csv,0.57,0.77,0.22,0.43,0.27,0.66,0.1,0.33
olsrd.csv,0.62,0.91,0.27,0.16,0.19,0.4,0.18,0.32
t-2.csv,0.48,0.76,0.18,0.12,0.16,0.37,0.34,0.23
