,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.0,2.0,24.0,0.0,6.0,3.0,1.0,6.0,4.0,3.0,1.0,5.0,4.0
cuberok.csv,2.0,2.0,63.0,0.0,1.0,0.0,4.0,6.0,6.0,3.0,2.0,25.0,10.0
exist.csv,3.0,3.0,33.0,2.0,2.0,1.0,0.0,19.0,0.0,0.0,3.0,11.0,4.0
google-web-toolkit.csv,4.0,1.0,24.0,0.0,6.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0
gwanted.csv,1.0,0.0,36.0,0.0,2.0,0.0,1.0,7.0,2.0,0.0,5.0,0.0,0.0
ivatamasks.csv,11.0,1.0,55.0,0.0,3.0,0.0,5.0,8.0,7.0,0.0,5.0,21.0,9.0
ivataopenportal.csv,12.0,2.0,55.0,0.0,4.0,0.0,0.0,17.0,5.0,0.0,3.0,24.0,15.0
jaxen.csv,11.0,0.0,4.0,0.0,3.0,0.0,1.0,19.0,8.0,0.0,5.0,24.0,8.0
rockbox.csv,5.0,1.0,14.0,1.0,3.0,1.0,17.0,27.0,1.0,1.0,3.0,9.0,1.0
rodin-b-sharp.csv,0.0,0.0,86.0,0.0,4.0,1.0,1.0,12.0,1.0,0.0,2.0,14.0,8.0
tcl.csv,4.0,2.0,15.0,0.0,4.0,0.0,1.0,22.0,7.0,0.0,4.0,19.0,8.0
umber.csv,0.0,1.0,46.0,0.0,3.0,0.0,1.0,19.0,6.0,0.0,2.0,17.0,12.0
wheat.csv,1.0,0.0,10.0,78.0,2.0,5.0,2.0,5.0,10.0,0.0,0.0,5.0,6.0
