,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.91,0.59,0.47,0.56,0.65,0.42,0.58,0.51,0.55,0.93,0.66
gabel.csv,0.75,0.77,0.41,0.67,0.62,0.44,0.51,0.67,0.5,0.75,0.93
javaprofiler.csv,0.42,0.43,0.44,0.43,0.45,0.39,0.47,0.45,0.54,0.4,0.53
jmoney.csv,0.39,0.36,0.36,0.38,0.58,0.55,0.4,0.57,0.75,0.31,0.89
mycila.csv,0.35,0.4,0.54,0.4,0.46,0.73,0.56,0.4,0.58,0.38,0.6
neodatis-odb.csv,0.58,0.67,0.74,0.47,0.65,0.89,0.94,0.45,0.8,0.39,0.78
servicestack.csv,0.67,0.5,0.84,0.0,0.75,0.78,0.0,0.93,0.63,0.0,0.0
sqlpower-library.csv,0.33,0.39,0.48,0.38,0.41,0.41,0.45,0.36,0.46,0.39,0.48
synecdoche.csv,0.41,0.35,0.44,0.38,0.43,0.64,0.62,0.43,0.57,0.62,0.75
tmva.csv,0.37,0.38,0.39,0.61,0.45,0.36,0.5,0.4,0.41,0.75,0.47
unicase.csv,0.32,0.4,0.47,0.53,0.49,0.52,0.49,0.42,0.58,0.42,0.42
