,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.5,0.5,0.15,1.0,0.71
freenet.csv,0.78,0.99,0.58,0.81,0.87
mediaportal.csv,0.76,0.49,0.7,0.52,0.8
onotoa.csv,0.46,0.78,1.0,0.7,0.49
sqlpower-library.csv,0.96,0.77,0.39,0.74,0.82
