,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.12,0.24,0.19,0.04,0.48
freenet.csv,0.76,0.0,0.38,0.7,0.71
mediaportal.csv,0.88,0.74,0.69,0.67,0.02
onotoa.csv,0.18,0.71,0.0,0.81,0.47
sqlpower-library.csv,0.06,0.76,0.44,0.7,0.67
