,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.51,0.55,0.87,0.04,0.56
freenet.csv,0.8,0.01,0.56,0.73,0.72
mediaportal.csv,0.91,0.9,0.75,0.82,0.2
onotoa.csv,0.57,0.74,0.0,0.87,0.69
sqlpower-library.csv,0.07,0.79,0.75,0.75,0.7
