,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.27,0.0,0.2,0.79,0.57,0.99,0.81
clamav.csv,0.19,0.38,0.12,0.8,0.95,0.48,0.81
k3b.csv,0.16,0.12,0.29,1.0,0.52,0.42,0.85
kindb.csv,0.19,0.11,0.33,0.82,0.62,0.47,0.97
pclasses.csv,0.92,0.17,0.18,0.65,0.0,0.29,0.67
re2c.csv,0.25,1.0,0.22,0.74,0.42,0.39,0.77
thrust.csv,0.08,0.21,1.0,0.75,0.38,0.37,0.93
