,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.27,0.0,0.09,0.31,0.3,0.96,0.52
clamav.csv,0.27,0.43,0.08,0.6,0.95,0.61,0.72
k3b.csv,0.24,0.21,0.38,0.99,0.54,0.58,0.84
kindb.csv,0.25,0.18,0.31,0.61,0.36,0.6,0.99
pclasses.csv,0.96,0.22,0.14,0.29,0.0,0.28,0.41
re2c.csv,0.34,1.0,0.15,0.65,0.55,0.52,0.61
thrust.csv,0.13,0.3,0.9,0.57,0.51,0.51,0.82
