,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.74,1.02,0.95,0.82,0.8,0.07,0.65
clamav.csv,0.66,0.51,0.95,0.59,0.06,0.4,0.47
k3b.csv,0.72,0.64,0.66,0.02,0.53,0.54,0.36
kindb.csv,0.71,0.69,0.74,0.57,0.75,0.41,0.06
pclasses.csv,0.02,0.69,0.9,0.85,1.0,0.78,0.77
re2c.csv,0.56,0.0,0.89,0.65,0.64,0.54,0.59
thrust.csv,0.94,0.54,0.18,0.65,0.71,0.61,0.29
