,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.28,0.69,0.16,0.33,0.78
nabu-library.csv,0.22,0.2,0.83,0.26,0.22
pcgen.csv,0.89,0.21,0.76,0.91,0.94
selenium.csv,0.31,0.25,0.55,0.39,0.8
tolven.csv,0.2,0.16,0.21,0.21,0.01
