,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.35,0.33,0.62,0.09,0.39
nabu-library.csv,0.56,0.43,0.28,0.34,0.81
pcgen.csv,0.54,0.68,0.26,0.3,0.49
selenium.csv,0.71,0.62,0.28,0.46,0.36
tolven.csv,0.72,0.72,0.07,0.6,0.86
