,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.19,0.53,0.0,0.6,0.52,0.48,0.6
elvishrayrenderer.csv,0.47,0.53,0.67,0.05,0.0,0.43,0.69
graphmak.csv,0.79,0.49,0.44,0.49,0.43,0.35,0.43
hazelcast.csv,0.42,0.53,0.94,0.57,0.52,0.67,0.57
jrdf.csv,0.19,0.43,0.51,0.19,0.24,0.69,0.3
pdfedit.csv,0.46,0.76,0.32,0.26,0.68,0.53,0.63
tart.csv,0.44,0.62,0.46,0.52,0.94,0.48,0.52
