,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.66,0.56,0.6,0.8,0.8,0.69,0.73,0.89,0.03,0.78,0.93,0.69,0.92,0.86,0.49,0.74,0.74,1.01
arsenal-1.csv,0.71,0.78,0.77,0.84,0.95,0.78,0.67,0.07,0.87,0.79,0.91,0.59,0.91,0.94,0.51,0.85,0.84,1.01
atomsite.csv,0.75,0.92,0.73,0.75,0.88,0.71,0.09,0.49,0.6,0.69,0.66,0.57,0.95,0.83,0.71,0.88,0.46,1.06
barracudamvc.csv,0.75,0.94,0.74,0.0,0.75,0.94,1.0,0.85,0.97,1.0,0.96,0.99,1.01,0.79,0.93,1.0,0.91,0.98
emisview.csv,0.77,1.0,0.91,0.82,0.69,0.85,0.5,0.89,0.51,0.05,0.8,0.7,1.01,0.89,0.83,0.84,0.69,1.07
findbugs.csv,0.92,0.8,0.72,0.8,0.92,0.89,0.8,0.74,0.73,0.71,0.9,0.6,0.81,0.93,0.81,0.04,0.85,0.53
jitterbit.csv,0.6,0.43,0.7,0.86,0.88,0.64,0.76,0.54,0.5,0.58,0.85,0.04,0.95,0.91,0.81,0.62,0.53,0.83
lite.csv,0.69,1.0,0.73,0.88,0.85,0.76,0.78,0.93,0.78,0.83,0.98,0.88,0.95,0.93,0.0,0.84,0.91,1.01
megasquirtavr.csv,0.75,1.0,1.02,0.75,0.35,1.0,1.0,0.94,0.85,1.0,0.82,0.72,1.0,1.0,0.76,0.88,0.72,1.0
ontopia.csv,0.69,1.0,1.0,0.91,0.75,1.0,0.82,0.99,0.79,0.85,0.96,1.04,1.0,0.0,0.9,0.86,0.91,0.87
openintents.csv,0.56,0.54,0.83,0.83,0.85,0.04,0.67,0.85,0.65,0.94,0.79,0.75,0.88,0.75,0.6,0.85,0.78,1.28
rectracker.csv,0.71,0.97,0.05,0.88,0.85,0.8,0.98,0.61,0.81,0.63,0.79,0.62,0.63,0.94,0.65,0.59,0.9,0.61
stajistics.csv,0.48,0.66,0.71,0.72,0.76,0.81,0.78,0.66,0.67,0.62,0.87,0.55,0.68,0.86,0.48,0.74,0.17,1.11
trackit.csv,0.71,0.92,0.6,0.96,0.54,0.85,0.99,0.91,0.87,0.92,0.04,0.87,0.84,0.67,0.58,0.76,0.86,0.46
wxlua.csv,0.88,0.9,0.66,0.87,0.85,0.87,0.85,0.74,0.87,0.73,0.8,0.74,0.13,0.67,0.78,0.76,0.84,1.25
x4x.csv,0.0,0.93,0.71,0.62,0.75,0.71,0.56,0.71,0.74,0.61,0.89,0.84,0.78,0.83,0.76,0.81,0.69,1.04
xharbour.csv,1.0,0.02,0.55,1.02,0.69,0.73,0.73,1.0,0.67,0.77,0.81,0.55,0.57,0.83,0.71,0.55,0.64,1.0
