,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.92,0.8,0.65,0.77,0.92,0.83,0.8,0.67,0.67,0.0
flylegacy.csv,0.38,0.62,0.4,0.47,0.49,0.52,0.38,0.64,0.42,0.57
jguard.csv,0.38,0.7,0.33,0.41,0.35,0.62,0.35,0.35,0.43,0.52
m-a-d-n-e-s-s.csv,0.89,0.0,0.85,0.98,0.83,0.75,0.67,0.67,0.53,0.78
mob-sen-plat.csv,0.36,0.39,0.34,0.36,0.3,0.41,0.36,0.33,0.38,0.39
raygina.csv,0.48,0.0,0.51,0.45,0.89,0.5,0.93,0.62,0.88,0.42
st-filteredstatistics.csv,0.36,0.5,0.34,0.35,0.36,0.48,0.38,0.34,0.39,0.45
upp-mirror.csv,0.94,0.0,0.4,0.75,0.39,0.91,0.76,0.54,0.6,0.59
wishmaster.csv,0.73,0.86,0.49,0.63,0.37,0.46,0.54,0.83,0.64,0.5
yarp.csv,0.92,0.0,0.55,0.98,0.75,0.52,0.94,0.92,0.68,0.72
