,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.32,0.11,0.47,0.41,0.18,0.11,0.0,0.05,0.14,0.08
flylegacy.csv,0.59,0.43,0.72,0.27,0.48,0.53,0.36,0.49,0.49,0.31
jguard.csv,0.56,0.37,0.83,0.32,0.68,0.61,0.29,0.82,0.51,0.52
m-a-d-n-e-s-s.csv,0.29,0.06,0.39,0.16,0.09,0.06,0.12,0.14,0.62,0.18
mob-sen-plat.csv,0.57,0.79,0.83,0.24,0.71,0.47,0.36,0.79,0.52,0.49
raygina.csv,0.62,0.0,0.65,0.23,0.29,0.32,0.21,0.46,0.29,0.43
st-filteredstatistics.csv,0.55,0.62,0.83,0.27,0.69,0.56,0.3,0.86,0.46,0.54
upp-mirror.csv,0.24,0.0,0.65,0.34,0.7,0.38,0.19,0.54,0.48,0.43
wishmaster.csv,0.3,0.15,0.51,0.26,0.62,0.34,0.5,0.18,0.52,0.41
yarp.csv,0.42,0.0,0.52,0.17,0.06,0.38,0.27,0.38,0.43,0.56
