,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.22,0.2,0.58,0.53,0.66
encog-java.csv,0.41,0.1,0.05,0.39,0.31
h2database.csv,0.31,0.43,0.14,0.62,0.32
jaql.csv,0.3,0.24,0.43,0.63,0.59
raven-monitoring.csv,0.14,0.19,0.58,0.41,0.16
