,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.85,0.57,0.5,0.32,0.36
encog-java.csv,0.25,0.07,0.02,0.04,0.1
h2database.csv,0.29,0.22,0.1,0.31,0.04
jaql.csv,0.46,0.21,0.17,0.23,0.36
raven-monitoring.csv,0.45,0.65,0.27,0.32,0.29
