,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.75,0.94,0.75,0.4,0.59,0.96,0.98,0.73,0.96,0.86,0.81,0.96,0.89
cuberok.csv,0.91,0.49,0.45,0.92,0.59,0.67,0.54,0.53,0.58,0.6,0.5,0.91,0.78
exist.csv,0.56,0.61,0.9,0.33,0.86,0.64,0.53,0.95,0.45,0.62,0.73,0.76,0.89
google-web-toolkit.csv,0.74,0.62,0.71,0.66,0.58,0.69,0.98,0.74,0.86,0.73,0.51,0.88,0.88
gwanted.csv,0.56,0.95,0.88,0.45,0.75,0.88,0.69,0.96,0.8,0.86,0.58,0.75,0.0
ivatamasks.csv,0.45,0.43,0.5,0.36,0.42,0.46,0.42,0.43,0.44,0.34,0.38,0.5,0.4
ivataopenportal.csv,0.53,0.76,0.68,0.38,0.56,0.56,0.52,0.54,0.51,0.5,0.53,0.63,0.55
jaxen.csv,0.0,0.0,0.8,0.0,0.0,0.0,0.88,0.5,0.91,0.0,0.89,0.0,0.0
rockbox.csv,0.37,0.47,0.4,0.42,0.39,0.43,0.37,0.42,0.39,0.32,0.38,0.51,0.45
rodin-b-sharp.csv,0.5,0.96,0.95,0.38,0.89,0.91,0.68,0.85,0.98,0.8,0.98,0.92,0.0
tcl.csv,0.65,0.91,0.8,0.54,0.89,0.98,0.98,0.92,0.92,0.86,0.97,0.89,0.5
umber.csv,0.58,0.79,0.86,0.38,0.86,0.71,0.82,0.68,0.77,0.88,0.81,0.94,0.0
wheat.csv,0.8,0.6,0.93,0.5,0.58,0.77,0.73,0.83,0.89,0.5,0.8,0.71,0.55
