,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.8,0.59,0.93,0.78,0.98,0.02,1.04,0.83,0.81,0.97,0.59,0.79,0.84
fontforge.csv,0.77,0.56,0.68,0.73,0.94,0.66,1.03,0.04,0.64,0.56,0.54,0.85,0.83
gmerlin.csv,0.67,0.53,0.73,0.73,0.78,0.71,0.33,0.66,0.72,0.58,0.83,0.06,0.79
hatari.csv,0.53,0.49,0.03,0.7,0.76,0.67,0.35,0.74,0.58,0.82,0.56,0.73,0.62
jcl.csv,0.9,0.91,0.82,0.8,0.91,0.92,1.04,0.92,1.0,0.73,0.14,0.82,0.79
ltp.csv,0.91,0.78,0.87,0.68,0.05,0.85,0.13,0.96,0.73,0.95,1.0,0.97,0.98
net-snmp.csv,0.02,0.62,0.69,0.71,0.78,0.61,0.42,0.69,0.7,0.64,0.88,0.54,0.64
opde.csv,0.74,0.72,0.77,0.08,0.58,0.71,1.02,0.65,0.79,0.93,0.58,0.85,0.74
powerfolder-.csv,0.83,0.06,0.97,0.85,0.94,0.89,1.0,0.77,0.79,0.86,0.65,0.97,0.92
qlc.csv,0.93,0.94,1.0,0.96,1.0,1.0,1.0,1.0,0.17,0.98,1.0,0.88,0.73
tcl.csv,0.62,0.76,0.79,0.75,0.87,0.74,0.4,0.84,0.74,0.03,0.55,0.74,0.51
wxstudio.csv,0.81,0.86,0.8,0.74,1.0,0.83,1.1,0.89,0.72,0.9,0.74,0.78,0.03
