,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.38,0.37,0.38,0.32,0.69,0.98,0.0,0.41,0.1,0.5,0.16,0.29,0.33
fontforge.csv,0.43,0.38,0.59,0.64,0.7,0.49,0.0,1.0,0.18,0.61,0.2,0.38,0.36
gmerlin.csv,0.49,0.4,0.67,0.36,0.65,0.41,0.06,0.49,0.16,0.59,0.14,1.0,0.45
hatari.csv,0.56,0.44,1.0,0.36,0.7,0.45,0.05,0.43,0.19,0.5,0.17,0.38,0.51
jcl.csv,1.0,0.3,0.39,0.56,0.86,0.27,0.0,1.0,0.0,0.57,1.0,0.55,0.45
ltp.csv,0.44,0.25,0.57,0.73,0.98,0.71,0.12,0.5,0.29,0.5,0.0,0.14,0.12
net-snmp.csv,0.98,0.39,0.56,0.35,0.66,0.53,0.04,0.5,0.15,0.56,0.07,0.43,0.53
opde.csv,0.65,0.3,0.58,1.0,0.79,0.42,0.0,0.53,0.12,0.43,0.16,0.38,0.43
powerfolder-.csv,1.0,1.0,0.33,0.44,0.58,0.31,0.0,0.5,0.22,0.46,0.14,0.5,0.24
qlc.csv,1.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.33,0.55
tcl.csv,0.51,0.26,0.39,0.33,0.56,0.4,0.05,0.33,0.12,1.0,0.17,0.32,0.57
wxstudio.csv,0.45,0.2,0.75,0.33,0.0,0.32,0.0,0.29,0.14,0.67,0.17,0.29,0.97
